#node	identifier	category	term ID	term description
GNAS	9606.ENSP00000360141	GO Process	GO:0065007	Biological regulation
GNAS	9606.ENSP00000360141	GO Process	GO:0065008	Regulation of biological quality
GNAS	9606.ENSP00000360141	GO Process	GO:0065009	Regulation of molecular function
GNAS	9606.ENSP00000360141	GO Process	GO:0070527	Platelet aggregation
GNAS	9606.ENSP00000360141	GO Process	GO:0070727	Cellular macromolecule localization
GNAS	9606.ENSP00000360141	GO Process	GO:0070887	Cellular response to chemical stimulus
GNAS	9606.ENSP00000360141	GO Process	GO:0071107	Response to parathyroid hormone
GNAS	9606.ENSP00000360141	GO Process	GO:0071310	Cellular response to organic substance
GNAS	9606.ENSP00000360141	GO Process	GO:0071379	Cellular response to prostaglandin stimulus
GNAS	9606.ENSP00000360141	GO Process	GO:0071380	Cellular response to prostaglandin E stimulus
GNAS	9606.ENSP00000360141	GO Process	GO:0071407	Cellular response to organic cyclic compound
GNAS	9606.ENSP00000360141	GO Process	GO:0071417	Cellular response to organonitrogen compound
GNAS	9606.ENSP00000360141	GO Process	GO:0071495	Cellular response to endogenous stimulus
GNAS	9606.ENSP00000360141	GO Process	GO:0071692	Protein localization to extracellular region
GNAS	9606.ENSP00000360141	GO Process	GO:0071696	Ectodermal placode development
GNAS	9606.ENSP00000360141	GO Process	GO:0071697	Ectodermal placode morphogenesis
GNAS	9606.ENSP00000360141	GO Process	GO:0071702	Organic substance transport
GNAS	9606.ENSP00000360141	GO Process	GO:0071705	Nitrogen compound transport
GNAS	9606.ENSP00000360141	GO Process	GO:0071867	Response to monoamine
GNAS	9606.ENSP00000360141	GO Process	GO:0071868	Cellular response to monoamine stimulus
GNAS	9606.ENSP00000360141	GO Process	GO:0071869	Response to catecholamine
GNAS	9606.ENSP00000360141	GO Process	GO:0071870	Cellular response to catecholamine stimulus
GNAS	9606.ENSP00000360141	GO Process	GO:0071875	Adrenergic receptor signaling pathway
GNAS	9606.ENSP00000360141	GO Process	GO:0071880	Adenylate cyclase-activating adrenergic receptor signaling pathway
GNAS	9606.ENSP00000360141	GO Process	GO:0097305	Response to alcohol
GNAS	9606.ENSP00000360141	GO Process	GO:0097306	Cellular response to alcohol
GNAS	9606.ENSP00000360141	GO Process	GO:0098609	Cell-cell adhesion
GNAS	9606.ENSP00000360141	GO Process	GO:0098773	Skin epidermis development
GNAS	9606.ENSP00000360141	GO Process	GO:0120161	Regulation of cold-induced thermogenesis
GNAS	9606.ENSP00000360141	GO Process	GO:0120162	Positive regulation of cold-induced thermogenesis
GNAS	9606.ENSP00000360141	GO Process	GO:0140352	Export from cell
GNAS	9606.ENSP00000360141	GO Process	GO:1901654	Response to ketone
GNAS	9606.ENSP00000360141	GO Process	GO:1901655	Cellular response to ketone
GNAS	9606.ENSP00000360141	GO Process	GO:1901698	Response to nitrogen compound
GNAS	9606.ENSP00000360141	GO Process	GO:1901699	Cellular response to nitrogen compound
GNAS	9606.ENSP00000360141	GO Process	GO:1901700	Response to oxygen-containing compound
GNAS	9606.ENSP00000360141	GO Process	GO:1901701	Cellular response to oxygen-containing compound
GNAS	9606.ENSP00000360141	GO Process	GO:1902531	Regulation of intracellular signal transduction
GNAS	9606.ENSP00000360141	GO Process	GO:1902533	Positive regulation of intracellular signal transduction
GNAS	9606.ENSP00000360141	GO Process	GO:1903350	Response to dopamine
GNAS	9606.ENSP00000360141	GO Process	GO:1903351	Cellular response to dopamine
GNAS	9606.ENSP00000360141	GO Function	GO:0000166	Nucleotide binding
GNAS	9606.ENSP00000360141	GO Function	GO:0001664	G protein-coupled receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0003824	Catalytic activity
GNAS	9606.ENSP00000360141	GO Function	GO:0003924	GTPase activity
GNAS	9606.ENSP00000360141	GO Function	GO:0005102	Signaling receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0005159	Insulin-like growth factor receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0005488	Binding
GNAS	9606.ENSP00000360141	GO Function	GO:0005515	Protein binding
GNAS	9606.ENSP00000360141	GO Function	GO:0005525	GTP binding
GNAS	9606.ENSP00000360141	GO Function	GO:0008047	Enzyme activator activity
GNAS	9606.ENSP00000360141	GO Function	GO:0010851	Cyclase regulator activity
GNAS	9606.ENSP00000360141	GO Function	GO:0010856	Adenylate cyclase activator activity
GNAS	9606.ENSP00000360141	GO Function	GO:0016462	Pyrophosphatase activity
GNAS	9606.ENSP00000360141	GO Function	GO:0016787	Hydrolase activity
GNAS	9606.ENSP00000360141	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
GNAS	9606.ENSP00000360141	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GNAS	9606.ENSP00000360141	GO Function	GO:0017076	Purine nucleotide binding
GNAS	9606.ENSP00000360141	GO Function	GO:0017111	Nucleoside-triphosphatase activity
GNAS	9606.ENSP00000360141	GO Function	GO:0019001	Guanyl nucleotide binding
GNAS	9606.ENSP00000360141	GO Function	GO:0030234	Enzyme regulator activity
GNAS	9606.ENSP00000360141	GO Function	GO:0031628	Opioid receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0031683	G-protein beta/gamma-subunit complex binding
GNAS	9606.ENSP00000360141	GO Function	GO:0031690	Adrenergic receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0031698	beta-2 adrenergic receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0031748	D1 dopamine receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0031852	Mu-type opioid receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0032553	Ribonucleotide binding
GNAS	9606.ENSP00000360141	GO Function	GO:0032555	Purine ribonucleotide binding
GNAS	9606.ENSP00000360141	GO Function	GO:0032561	Guanyl ribonucleotide binding
GNAS	9606.ENSP00000360141	GO Function	GO:0035254	Glutamate receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0035255	Ionotropic glutamate receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
GNAS	9606.ENSP00000360141	GO Function	GO:0036094	Small molecule binding
GNAS	9606.ENSP00000360141	GO Function	GO:0043167	Ion binding
GNAS	9606.ENSP00000360141	GO Function	GO:0043168	Anion binding
GNAS	9606.ENSP00000360141	GO Function	GO:0043169	Cation binding
GNAS	9606.ENSP00000360141	GO Function	GO:0044877	Protein-containing complex binding
GNAS	9606.ENSP00000360141	GO Function	GO:0046872	Metal ion binding
GNAS	9606.ENSP00000360141	GO Function	GO:0050780	Dopamine receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0051427	Hormone receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0051428	Peptide hormone receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0051429	Corticotropin-releasing hormone receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0051430	Corticotropin-releasing hormone receptor 1 binding
GNAS	9606.ENSP00000360141	GO Function	GO:0071855	Neuropeptide receptor binding
GNAS	9606.ENSP00000360141	GO Function	GO:0097159	Organic cyclic compound binding
GNAS	9606.ENSP00000360141	GO Function	GO:0097367	Carbohydrate derivative binding
GNAS	9606.ENSP00000360141	GO Function	GO:0098772	Molecular function regulator activity
GNAS	9606.ENSP00000360141	GO Function	GO:1901265	Nucleoside phosphate binding
GNAS	9606.ENSP00000360141	GO Function	GO:1901363	Heterocyclic compound binding
GNAS	9606.ENSP00000360141	GO Component	GO:0001726	Ruffle
GNAS	9606.ENSP00000360141	GO Component	GO:0005576	Extracellular region
GNAS	9606.ENSP00000360141	GO Component	GO:0005615	Extracellular space
GNAS	9606.ENSP00000360141	GO Component	GO:0005622	Intracellular anatomical structure
GNAS	9606.ENSP00000360141	GO Component	GO:0005634	Nucleus
GNAS	9606.ENSP00000360141	GO Component	GO:0005737	Cytoplasm
GNAS	9606.ENSP00000360141	GO Component	GO:0005794	Golgi apparatus
GNAS	9606.ENSP00000360141	GO Component	GO:0005802	trans-Golgi network
GNAS	9606.ENSP00000360141	GO Component	GO:0005829	Cytosol
GNAS	9606.ENSP00000360141	GO Component	GO:0005834	Heterotrimeric G-protein complex
GNAS	9606.ENSP00000360141	GO Component	GO:0005886	Plasma membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0009898	Cytoplasmic side of plasma membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0012505	Endomembrane system
GNAS	9606.ENSP00000360141	GO Component	GO:0016020	Membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0016324	Apical plasma membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0019897	Extrinsic component of plasma membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0019898	Extrinsic component of membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0030133	Transport vesicle
GNAS	9606.ENSP00000360141	GO Component	GO:0031090	Organelle membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0031224	Intrinsic component of membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0031234	Extrinsic component of cytoplasmic side of plasma membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0031252	Cell leading edge
GNAS	9606.ENSP00000360141	GO Component	GO:0031410	Cytoplasmic vesicle
GNAS	9606.ENSP00000360141	GO Component	GO:0031982	Vesicle
GNAS	9606.ENSP00000360141	GO Component	GO:0031984	Organelle subcompartment
GNAS	9606.ENSP00000360141	GO Component	GO:0032588	trans-Golgi network membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0032991	Protein-containing complex
GNAS	9606.ENSP00000360141	GO Component	GO:0042995	Cell projection
GNAS	9606.ENSP00000360141	GO Component	GO:0043226	Organelle
GNAS	9606.ENSP00000360141	GO Component	GO:0043227	Membrane-bounded organelle
GNAS	9606.ENSP00000360141	GO Component	GO:0043229	Intracellular organelle
GNAS	9606.ENSP00000360141	GO Component	GO:0043230	Extracellular organelle
GNAS	9606.ENSP00000360141	GO Component	GO:0043231	Intracellular membrane-bounded organelle
GNAS	9606.ENSP00000360141	GO Component	GO:0045177	Apical part of cell
GNAS	9606.ENSP00000360141	GO Component	GO:0048471	Perinuclear region of cytoplasm
GNAS	9606.ENSP00000360141	GO Component	GO:0065010	Extracellular membrane-bounded organelle
GNAS	9606.ENSP00000360141	GO Component	GO:0070062	Extracellular exosome
GNAS	9606.ENSP00000360141	GO Component	GO:0071944	Cell periphery
GNAS	9606.ENSP00000360141	GO Component	GO:0097708	Intracellular vesicle
GNAS	9606.ENSP00000360141	GO Component	GO:0098552	Side of membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0098562	Cytoplasmic side of membrane
GNAS	9606.ENSP00000360141	GO Component	GO:0098590	Plasma membrane region
GNAS	9606.ENSP00000360141	GO Component	GO:0098791	Golgi apparatus subcompartment
GNAS	9606.ENSP00000360141	GO Component	GO:0098796	Membrane protein complex
GNAS	9606.ENSP00000360141	GO Component	GO:0098797	Plasma membrane protein complex
GNAS	9606.ENSP00000360141	GO Component	GO:0110165	Cellular anatomical entity
GNAS	9606.ENSP00000360141	GO Component	GO:0120025	Plasma membrane bounded cell projection
GNAS	9606.ENSP00000360141	GO Component	GO:1902494	Catalytic complex
GNAS	9606.ENSP00000360141	GO Component	GO:1903561	Extracellular vesicle
GNAS	9606.ENSP00000360141	GO Component	GO:1905360	GTPase complex
GNAS	9606.ENSP00000360141	STRING clusters	CL:23867	Peptide ligand-binding receptors, and Class B/2 (Secretin family receptors)
GNAS	9606.ENSP00000360141	STRING clusters	CL:24141	Class B/2 (Secretin family receptors), and Hormone ligand-binding receptors
GNAS	9606.ENSP00000360141	STRING clusters	CL:24198	Hormone ligand-binding receptors
GNAS	9606.ENSP00000360141	STRING clusters	CL:24200	Follicle-stimulating hormone signaling pathway, and Congenital nongoitrous hypothyroidism 1
GNAS	9606.ENSP00000360141	KEGG	hsa01522	Endocrine resistance
GNAS	9606.ENSP00000360141	KEGG	hsa04015	Rap1 signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04020	Calcium signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04024	cAMP signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04072	Phospholipase D signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04261	Adrenergic signaling in cardiomyocytes
GNAS	9606.ENSP00000360141	KEGG	hsa04270	Vascular smooth muscle contraction
GNAS	9606.ENSP00000360141	KEGG	hsa04540	Gap junction
GNAS	9606.ENSP00000360141	KEGG	hsa04611	Platelet activation
GNAS	9606.ENSP00000360141	KEGG	hsa04713	Circadian entrainment
GNAS	9606.ENSP00000360141	KEGG	hsa04714	Thermogenesis
GNAS	9606.ENSP00000360141	KEGG	hsa04724	Glutamatergic synapse
GNAS	9606.ENSP00000360141	KEGG	hsa04726	Serotonergic synapse
GNAS	9606.ENSP00000360141	KEGG	hsa04728	Dopaminergic synapse
GNAS	9606.ENSP00000360141	KEGG	hsa04730	Long-term depression
GNAS	9606.ENSP00000360141	KEGG	hsa04750	Inflammatory mediator regulation of TRP channels
GNAS	9606.ENSP00000360141	KEGG	hsa04911	Insulin secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04912	GnRH signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04913	Ovarian steroidogenesis
GNAS	9606.ENSP00000360141	KEGG	hsa04915	Estrogen signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04916	Melanogenesis
GNAS	9606.ENSP00000360141	KEGG	hsa04918	Thyroid hormone synthesis
GNAS	9606.ENSP00000360141	KEGG	hsa04921	Oxytocin signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04922	Glucagon signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04923	Regulation of lipolysis in adipocytes
GNAS	9606.ENSP00000360141	KEGG	hsa04924	Renin secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04925	Aldosterone synthesis and secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04926	Relaxin signaling pathway
GNAS	9606.ENSP00000360141	KEGG	hsa04927	Cortisol synthesis and secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04928	Parathyroid hormone synthesis, secretion and action
GNAS	9606.ENSP00000360141	KEGG	hsa04934	Cushing syndrome
GNAS	9606.ENSP00000360141	KEGG	hsa04935	Growth hormone synthesis, secretion and action
GNAS	9606.ENSP00000360141	KEGG	hsa04961	Endocrine and other factor-regulated calcium reabsorption
GNAS	9606.ENSP00000360141	KEGG	hsa04962	Vasopressin-regulated water reabsorption
GNAS	9606.ENSP00000360141	KEGG	hsa04970	Salivary secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04971	Gastric acid secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04972	Pancreatic secretion
GNAS	9606.ENSP00000360141	KEGG	hsa04976	Bile secretion
GNAS	9606.ENSP00000360141	KEGG	hsa05012	Parkinson disease
GNAS	9606.ENSP00000360141	KEGG	hsa05030	Cocaine addiction
GNAS	9606.ENSP00000360141	KEGG	hsa05031	Amphetamine addiction
GNAS	9606.ENSP00000360141	KEGG	hsa05032	Morphine addiction
GNAS	9606.ENSP00000360141	KEGG	hsa05034	Alcoholism
GNAS	9606.ENSP00000360141	KEGG	hsa05110	Vibrio cholerae infection
GNAS	9606.ENSP00000360141	KEGG	hsa05142	Chagas disease
GNAS	9606.ENSP00000360141	KEGG	hsa05146	Amoebiasis
GNAS	9606.ENSP00000360141	KEGG	hsa05163	Human cytomegalovirus infection
GNAS	9606.ENSP00000360141	KEGG	hsa05165	Human papillomavirus infection
GNAS	9606.ENSP00000360141	KEGG	hsa05200	Pathways in cancer
GNAS	9606.ENSP00000360141	KEGG	hsa05414	Dilated cardiomyopathy
GNAS	9606.ENSP00000360141	Reactome	HSA-109582	Hemostasis
GNAS	9606.ENSP00000360141	Reactome	HSA-1430728	Metabolism
GNAS	9606.ENSP00000360141	Reactome	HSA-162582	Signal Transduction
GNAS	9606.ENSP00000360141	Reactome	HSA-163359	Glucagon signaling in metabolic regulation
GNAS	9606.ENSP00000360141	Reactome	HSA-163685	Integration of energy metabolism
GNAS	9606.ENSP00000360141	Reactome	HSA-1643685	Disease
GNAS	9606.ENSP00000360141	Reactome	HSA-164378	PKA activation in glucagon signalling
GNAS	9606.ENSP00000360141	Reactome	HSA-372790	Signaling by GPCR
GNAS	9606.ENSP00000360141	Reactome	HSA-373080	Class B/2 (Secretin family receptors)
GNAS	9606.ENSP00000360141	Reactome	HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
GNAS	9606.ENSP00000360141	Reactome	HSA-382551	Transport of small molecules
GNAS	9606.ENSP00000360141	Reactome	HSA-388396	GPCR downstream signalling
GNAS	9606.ENSP00000360141	Reactome	HSA-392851	Prostacyclin signalling through prostacyclin receptor
GNAS	9606.ENSP00000360141	Reactome	HSA-418346	Platelet homeostasis
GNAS	9606.ENSP00000360141	Reactome	HSA-418555	G alpha (s) signalling events
GNAS	9606.ENSP00000360141	Reactome	HSA-418594	G alpha (i) signalling events
GNAS	9606.ENSP00000360141	Reactome	HSA-418597	G alpha (z) signalling events
GNAS	9606.ENSP00000360141	Reactome	HSA-420092	Glucagon-type ligand receptors
GNAS	9606.ENSP00000360141	Reactome	HSA-422356	Regulation of insulin secretion
GNAS	9606.ENSP00000360141	Reactome	HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
GNAS	9606.ENSP00000360141	Reactome	HSA-445717	Aquaporin-mediated transport
GNAS	9606.ENSP00000360141	Reactome	HSA-500792	GPCR ligand binding
GNAS	9606.ENSP00000360141	Reactome	HSA-5358351	Signaling by Hedgehog
GNAS	9606.ENSP00000360141	Reactome	HSA-5610787	Hedgehog off state
GNAS	9606.ENSP00000360141	Reactome	HSA-5663205	Infectious disease
GNAS	9606.ENSP00000360141	Reactome	HSA-9634597	GPER1 signaling
GNAS	9606.ENSP00000360141	Reactome	HSA-9658195	Leishmania infection
GNAS	9606.ENSP00000360141	Reactome	HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production
GNAS	9606.ENSP00000360141	Reactome	HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection
GNAS	9606.ENSP00000360141	Reactome	HSA-9664433	Leishmania parasite growth and survival
GNAS	9606.ENSP00000360141	WikiPathways	WP2032	Thyroid stimulating hormone (TSH) signaling pathway
GNAS	9606.ENSP00000360141	WikiPathways	WP2197	Endothelin pathways
GNAS	9606.ENSP00000360141	WikiPathways	WP2355	Corticotropin-releasing hormone signaling pathway
GNAS	9606.ENSP00000360141	WikiPathways	WP2636	Common pathways underlying drug addiction
GNAS	9606.ENSP00000360141	WikiPathways	WP289	Myometrial relaxation and contraction pathways
GNAS	9606.ENSP00000360141	WikiPathways	WP35	G protein signaling pathways
GNAS	9606.ENSP00000360141	WikiPathways	WP4321	Thermogenesis
GNAS	9606.ENSP00000360141	WikiPathways	WP4540	Hippo signaling regulation pathways
GNAS	9606.ENSP00000360141	WikiPathways	WP4900	Purinergic signaling
GNAS	9606.ENSP00000360141	WikiPathways	WP4941	GPR143 in melanocytes and retinal pigment epithelium cells
GNAS	9606.ENSP00000360141	WikiPathways	WP5085	Vasopressin-regulated water reabsorption
GNAS	9606.ENSP00000360141	WikiPathways	WP5122	Prostaglandin and leukotriene metabolism in senescence 
GNAS	9606.ENSP00000360141	WikiPathways	WP5316	Primary ovarian insufficiency
GNAS	9606.ENSP00000360141	WikiPathways	WP5321	Prostaglandin and leukotriene metabolism in senescence 
GNAS	9606.ENSP00000360141	WikiPathways	WP536	Calcium regulation in cardiac cells
GNAS	9606.ENSP00000360141	WikiPathways	WP712	Estrogen signaling pathway
GNAS	9606.ENSP00000360141	WikiPathways	WP734	Serotonin receptor 4/6/7 and NR3C signaling
GNAS	9606.ENSP00000360141	DISEASES	DOID:0014667	Disease of metabolism
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050177	Monogenic disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050328	Congenital hypothyroidism
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050624	Gastrointestinal system benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050686	Organ system cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050687	Cell type cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050736	Autosomal dominant disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050737	Autosomal recessive disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0050739	Autosomal genetic disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0060072	Benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:0060085	Organ system benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:0060094	Bone benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:0060099	Musculoskeletal system benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:0060123	Connective tissue benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:0060158	Acquired metabolic disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0070126	Congenital nongoitrous hypothyroidism 1
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080001	Bone disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080005	Bone remodeling disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080006	Bone development disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080015	Physical disorder
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080031	Fibrous dysplasia
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080053	Albrights hereditary osteodystrophy
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080222	Pseudohypoparathyroidism type IB
GNAS	9606.ENSP00000360141	DISEASES	DOID:0080355	Hepatobiliary system cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:0111535	Progressive osseous heteroplasia
GNAS	9606.ENSP00000360141	DISEASES	DOID:0111622	ACTH-independent macronodular adrenal hyperplasia
GNAS	9606.ENSP00000360141	DISEASES	DOID:11240	Appendiceal neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:14566	Disease of cellular proliferation
GNAS	9606.ENSP00000360141	DISEASES	DOID:1459	Hypothyroidism
GNAS	9606.ENSP00000360141	DISEASES	DOID:14669	Acrodysostosis
GNAS	9606.ENSP00000360141	DISEASES	DOID:162	Cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:17	Musculoskeletal system disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:170	Endocrine gland cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:1793	Pancreatic cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:1795	Tumor of exocrine pancreas
GNAS	9606.ENSP00000360141	DISEASES	DOID:180	Ossifying fibroma
GNAS	9606.ENSP00000360141	DISEASES	DOID:1858	McCune Albright syndrome
GNAS	9606.ENSP00000360141	DISEASES	DOID:1934	Dysostosis
GNAS	9606.ENSP00000360141	DISEASES	DOID:225	Syndrome
GNAS	9606.ENSP00000360141	DISEASES	DOID:26	Pancreas disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:28	Endocrine system disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:299	Adenocarcinoma
GNAS	9606.ENSP00000360141	DISEASES	DOID:305	Carcinoma
GNAS	9606.ENSP00000360141	DISEASES	DOID:3118	Hepatobiliary disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:3119	Gastrointestinal system cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:374	Nutrition disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:3947	Adrenal gland hyperfunction
GNAS	9606.ENSP00000360141	DISEASES	DOID:4	Disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:4138	Bile duct disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:4183	Pseudopseudohypoparathyroidism
GNAS	9606.ENSP00000360141	DISEASES	DOID:4184	Pseudohypoparathyroidism
GNAS	9606.ENSP00000360141	DISEASES	DOID:446	Primary hyperaldosteronism
GNAS	9606.ENSP00000360141	DISEASES	DOID:4606	Bile duct cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:4607	Biliary tract cancer
GNAS	9606.ENSP00000360141	DISEASES	DOID:4610	Intestinal benign neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:4896	Bile duct adenocarcinoma
GNAS	9606.ENSP00000360141	DISEASES	DOID:4897	Bile duct carcinoma
GNAS	9606.ENSP00000360141	DISEASES	DOID:4947	Cholangiocarcinoma
GNAS	9606.ENSP00000360141	DISEASES	DOID:50	Thyroid gland disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:5295	Intestinal disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:630	Genetic disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:65	Connective tissue disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:654	Overnutrition
GNAS	9606.ENSP00000360141	DISEASES	DOID:655	Inherited metabolic disorder
GNAS	9606.ENSP00000360141	DISEASES	DOID:7	Disease of anatomical entity
GNAS	9606.ENSP00000360141	DISEASES	DOID:7575	Pancreatic intraductal papillary-mucinous neoplasm
GNAS	9606.ENSP00000360141	DISEASES	DOID:77	Gastrointestinal system disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:896	Metal metabolism disorder
GNAS	9606.ENSP00000360141	DISEASES	DOID:9553	Adrenal gland disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:9741	Biliary tract disease
GNAS	9606.ENSP00000360141	DISEASES	DOID:9970	Obesity
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000042	Animal
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000058	Alimentary canal
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000080	Male reproductive gland
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000081	Reproductive system
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000082	Male reproductive system
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000083	Female reproductive system
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000140	Bone
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000141	Bone marrow
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000142	Brain
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000156	Brown adipose tissue
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000174	Embryonic structure
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000202	Sense organ
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000203	Respiratory system
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000227	Central nervous system
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000254	Female reproductive gland
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000282	Head
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000284	Organism form
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000345	Digestive gland
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000420	Neck
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000421	Connective tissue
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000431	Excretory gland
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000439	Eye
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000443	Adipocyte
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000444	Fat pad
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000449	Fetus
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000511	Gastrointestinal tract
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000522	Gland
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000534	Gonad
GNAS	9606.ENSP00000360141	TISSUES	BTO:0000648	Intestine
